,Product_Names,Product_Prices,Product_Description,Product_Reviews,Product_History
182,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","₹1,13,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"2,809 Ratings & 150 Reviews"
183,"Apple iPhone 15 Pro (Black Titanium, 128 GB)","₹1,03,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"2,809 Ratings & 150 Reviews"
184,"Apple iPhone 11 (Yellow, 64 GB)","₹43,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,05,762 Ratings & 11,416 Reviews"
185,"Apple iPhone 11 (Black, 64 GB) (Includes EarPods, Power Adapter)","₹49,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,05,762 Ratings & 11,416 Reviews"
186,"Apple iPhone 13 Pro Max (Alpine Green, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,076 Ratings & 193 Reviews"
187,"Apple iPhone XR ((PRODUCT)RED, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"1,00,890 Ratings & 8,483 Reviews"
188,"Apple iPhone 11 (Red, 64 GB)","₹43,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,05,762 Ratings & 11,416 Reviews"
189,"Apple iPhone 15 Plus (Yellow, 512 GB)","₹93,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"36,344 Ratings & 2,088 Reviews"
190,"Apple iPhone 12 (Green, 256 GB)","₹64,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"2,11,825 Ratings & 13,928 Reviews"
191,"Apple iPhone XR (Coral, 128 GB) (Includes EarPods, Power Adapter)","₹52,900",128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"1,00,890 Ratings & 8,483 Reviews"
192,"Apple iPhone 15 Plus (Yellow, 512 GB)","₹93,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"36,344 Ratings & 2,088 Reviews"
193,"Apple iPhone XR ((PRODUCT)RED, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"1,00,890 Ratings & 8,483 Reviews"
194,"Apple iPhone 11 (Red, 64 GB)","₹43,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,05,762 Ratings & 11,416 Reviews"
195,"Apple iPhone 14 Pro Max (Gold, 512 GB)","₹1,64,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.7,"2,396 Ratings & 167 Reviews"
196,"Apple iPhone 14 (Yellow, 512 GB)","₹89,900","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"3,08,434 Ratings & 11,640 Reviews"
197,"Apple iPhone 7 Plus (Jet Black, 32 GB)","₹37,900",32 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor1 Year Manufacturer Warranty,4.5,"29,761 Ratings & 2,976 Reviews"
198,"Apple iPhone 12 (Green, 256 GB)","₹64,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"2,11,825 Ratings & 13,928 Reviews"
199,"Apple iPhone SE 3rd Gen (Midnight, 128 GB)","₹52,600","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.4,"1,414 Ratings & 139 Reviews"
200,"Apple iPhone SE (Red, 128 GB) (Includes EarPods, Power Adapter)","₹44,900","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,"1,54,638 Ratings & 12,003 Reviews"
201,"Apple iPhone 11 (Black, 64 GB) (Includes EarPods, Power Adapter)","₹49,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,05,762 Ratings & 11,416 Reviews"
202,"Apple iPhone XR (Coral, 128 GB) (Includes EarPods, Power Adapter)","₹52,900",128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"1,00,890 Ratings & 8,483 Reviews"
203,"Apple iPhone 13 (Green, 256 GB)","₹59,900",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,86,117 Ratings & 13,732 Reviews"
204,"Apple iPhone 14 Pro (Silver, 1 TB)","₹1,69,900","1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.7,"2,190 Ratings & 153 Reviews"
205,"Apple iPhone 14 Pro (Gold, 128 GB)","₹1,19,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.7,"2,190 Ratings & 153 Reviews"
206,"Apple iPhone 13 (Blue, 512 GB)","₹79,900",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,86,117 Ratings & 13,732 Reviews"
207,"Apple iPhone 16 Plus (White, 512 GB)","₹1,19,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.7,413 Ratings & 36 Reviews
208,"Apple iPhone SE 3rd Gen (Starlight, 128 GB)","₹52,600","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.4,"1,414 Ratings & 139 Reviews"
209,"Apple iPhone 14 (Midnight, 256 GB)","₹69,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"3,08,434 Ratings & 11,640 Reviews"
210,"Apple iPhone 11 (Purple, 128 GB)","₹48,900",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,05,762 Ratings & 11,416 Reviews"
211,"Apple iPhone 12 mini (Red, 64 GB)","₹59,900","64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,"1,30,626 Ratings & 10,194 Reviews"
212,"Apple iPhone 16 Pro (Desert Titanium, 1 TB)","₹1,69,900","1 TB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.7,531 Ratings & 33 Reviews
213,"Apple iPhone XR (Blue, 64 GB)","₹47,900","64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year",4.6,"1,00,890 Ratings & 8,483 Reviews"
214,"Apple iPhone 13 Pro (Graphite, 128 GB)","₹1,19,900",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.7,"1,602 Ratings & 124 Reviews"
215,"Apple iPhone 13 mini ((PRODUCT)RED, 512 GB)","₹94,900",512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.5,"3,840 Ratings & 330 Reviews"
216,"Apple iPhone 14 (Purple, 128 GB)","₹59,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"3,08,434 Ratings & 11,640 Reviews"
217,"Apple iPhone 12 Pro (Graphite, 256 GB)","₹1,19,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode Portraits1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,"1,339 Ratings & 98 Reviews"
218,"Apple iPhone XR (Black, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",64 GB ROM15.5 cm (6.102 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"1,00,890 Ratings & 8,483 Reviews"
219,"Apple iPhone 12 Pro (Gold, 256 GB)","₹1,19,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode Portraits1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,"1,339 Ratings & 98 Reviews"
220,"Apple iPhone 12 (White, 256 GB)","₹64,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"2,11,825 Ratings & 13,928 Reviews"
221,"Apple iPhone 14 Plus (Blue, 512 GB)","₹86,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"84,625 Ratings & 4,734 Reviews"
222,"Apple iPhone 11 (Red, 128 GB) (Includes EarPods, Power Adapter)","₹54,900",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,05,762 Ratings & 11,416 Reviews"
223,"Apple iPhone 14 Pro Max (Deep Purple, 512 GB)","₹1,64,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.7,"2,396 Ratings & 167 Reviews"
224,"Apple iPhone 12 (Purple, 64 GB)","₹49,900","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"2,11,825 Ratings & 13,928 Reviews"
225,"Apple iPhone 13 Pro Max (Silver, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,076 Ratings & 193 Reviews"
226,"Apple iPhone 12 (Red, 128 GB)","₹54,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"2,11,825 Ratings & 13,928 Reviews"
227,"Apple iPhone 14 Plus (Yellow, 128 GB)","₹56,999","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"84,625 Ratings & 4,734 Reviews"
228,"Apple iPhone 12 mini (Purple, 64 GB)","₹59,900",64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIP68 Water ResistanceAll Screen OLED Display1 year warranty for phone and 1 year warranty for in Box Accessories.,4.5,"1,30,626 Ratings & 10,194 Reviews"
229,"Apple iPhone SE (Red, 128 GB) (Includes EarPods, Power Adapter)","₹44,900","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,"1,54,638 Ratings & 12,003 Reviews"
230,"Apple iPhone 14 Plus (Yellow, 256 GB)","₹66,999","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"84,625 Ratings & 4,734 Reviews"
231,"Apple iPhone 11 (Yellow, 128 GB)","₹48,900",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,05,762 Ratings & 11,416 Reviews"
232,"Apple iPhone 14 (Midnight, 512 GB)","₹89,900","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"3,08,434 Ratings & 11,640 Reviews"
233,"Apple iPhone 12 mini (Black, 256 GB)","₹74,900","256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,"1,30,626 Ratings & 10,194 Reviews"
234,"Apple iPhone 12 mini (Green, 256 GB)","₹74,900","256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5,"1,30,626 Ratings & 10,194 Reviews"
235,"Apple iPhone 11 (Red, 128 GB)","₹48,900",128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.6,"2,05,762 Ratings & 11,416 Reviews"
236,"Apple iPhone X (Space Gray, 64 GB)","₹91,900","64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"10,959 Ratings & 862 Reviews"
237,"Apple iPhone 14 Pro Max (Space Black, 512 GB)","₹1,64,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.7,"2,396 Ratings & 167 Reviews"
238,"Apple iPhone 15 Pro (Natural Titanium, 128 GB)","₹1,03,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6,"2,809 Ratings & 150 Reviews"
239,"Apple iPhone XR (Coral, 64 GB)","₹47,900",64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,4.6,"1,00,890 Ratings & 8,483 Reviews"
